svg,icon,title,link,section,not_modal
info1.svg,people-group,Community,modals/community.html,,F
info1.svg,whale,Whales,info1/_whales.html,,F
info1.svg,wind-turbine,Wind Turbines,modals/wind-turbines.html,,F
